age,annual_income,employment_years,credit_history_years,loan_amount,loan_term_months,interest_rate,monthly_debt,debt_to_income,credit_utilization,late_payments_12m,recent_credit_inquiries,existing_loans,savings_balance,home_ownership,loan_purpose,employment_type,region,defaulted
31,43616.94,7.6,12.2,6353.84,36,23.17,598.98,0.165,0.122,1,1,2,24548.09,rent,debt_consolidation,self_employed,southeast,0
44,18000.0,10.4,22.2,3245.38,36,19.54,822.89,0.549,0.483,0,1,5,9092.6,own,debt_consolidation,salaried,southeast,1
37,31558.47,5.2,25.5,23105.99,24,18.0,1019.18,0.388,0.594,1,2,4,888.35,rent,debt_consolidation,self_employed,northeast,1
27,73025.46,9.8,9.1,39334.64,36,15.05,1291.4,0.212,0.529,0,1,2,13694.43,rent,small_business,salaried,north,0
25,31577.66,7.2,1.0,4457.06,12,10.28,769.57,0.292,0.099,2,2,1,10732.78,mortgage,home_improvement,contract,southeast,0
38,18000.0,1.2,11.3,11166.22,24,19.24,854.41,0.57,0.312,1,1,4,1004.35,mortgage,debt_consolidation,salaried,midwest,0
24,76502.64,0.8,1.0,33690.38,36,15.11,3563.07,0.559,0.319,1,4,5,49957.21,rent,debt_consolidation,self_employed,southeast,0
24,46009.58,11.0,1.0,7700.89,24,12.08,449.81,0.117,0.8,2,1,1,6605.58,rent,medical,salaried,northeast,1
37,33543.37,11.3,11.0,18411.08,36,13.48,1210.96,0.433,0.601,0,1,2,0.0,mortgage,debt_consolidation,salaried,northeast,0
30,29554.89,7.8,9.0,12844.31,36,10.44,400.48,0.163,0.642,1,0,0,0.0,rent,debt_consolidation,salaried,midwest,0
47,54425.49,12.5,28.7,13557.36,24,18.94,879.32,0.194,0.435,0,0,0,18466.21,rent,home_improvement,salaried,southeast,0
21,27511.71,10.7,1.0,18514.07,12,17.37,1253.32,0.547,0.682,1,2,5,14341.63,rent,home_improvement,salaried,southeast,1
35,55953.02,9.2,11.7,16985.62,36,15.26,2627.01,0.563,0.614,1,0,1,22336.43,rent,education,salaried,southeast,0
42,43378.62,2.9,7.8,12981.95,12,14.32,450.61,0.125,0.555,4,1,0,3621.95,mortgage,small_business,contract,north,1
67,38283.2,13.4,40.0,11172.85,36,11.64,1760.77,0.552,0.801,4,1,1,24027.21,rent,education,contract,south,1
51,36721.45,8.6,19.1,22161.29,48,5.55,1448.62,0.473,0.732,2,1,2,9582.99,rent,medical,contract,northeast,1
63,32096.86,5.0,40.0,18130.06,36,8.57,1334.38,0.499,0.731,0,3,1,2603.95,own,home_improvement,salaried,southeast,0
37,53592.74,3.8,8.0,36924.42,36,11.38,2266.88,0.508,0.463,0,1,4,0.0,mortgage,medical,salaried,south,1
42,24017.93,7.5,11.4,6352.35,60,10.75,708.34,0.354,0.839,1,2,3,6866.86,own,small_business,salaried,south,1
41,18000.0,0.0,22.6,11077.37,12,15.72,887.0,0.591,0.931,0,3,3,4968.02,mortgage,medical,self_employed,southeast,1
63,44715.02,9.3,40.0,21508.76,48,17.91,701.26,0.188,0.274,1,2,5,14834.65,rent,home_improvement,contract,south,0
67,45031.62,2.7,40.0,14161.01,48,13.96,1323.48,0.353,0.084,0,0,5,1296.34,mortgage,debt_consolidation,salaried,southeast,0
67,42264.44,8.0,40.0,6015.76,36,20.42,887.62,0.252,0.826,2,1,1,25579.64,mortgage,small_business,salaried,southeast,1
57,40996.66,4.4,31.0,26071.29,24,11.21,1790.57,0.524,0.528,1,2,5,7855.52,rent,medical,salaried,south,0
45,30193.23,5.4,22.9,8208.78,24,13.93,313.65,0.125,0.206,2,1,4,5476.24,rent,medical,salaried,midwest,0
46,48085.83,3.5,22.8,24908.37,60,14.29,1258.99,0.314,0.208,0,0,0,15514.93,rent,debt_consolidation,contract,southeast,0
68,33889.67,5.9,40.0,15785.36,24,19.09,1405.51,0.498,0.457,4,2,1,10728.4,rent,home_improvement,salaried,southeast,0
34,28153.09,14.1,19.4,3457.29,48,14.94,583.39,0.249,0.249,1,3,1,18573.78,rent,medical,salaried,southeast,0
37,30303.11,12.0,8.2,22619.35,36,15.06,529.94,0.21,0.447,0,1,4,2631.46,rent,home_improvement,salaried,midwest,0
64,80714.11,7.9,40.0,51094.25,36,7.55,1491.71,0.222,0.642,0,1,3,11633.07,mortgage,home_improvement,salaried,southeast,0
39,18000.0,6.4,13.6,7676.58,36,10.72,698.01,0.465,0.109,0,1,4,10254.2,rent,medical,salaried,midwest,0
32,42612.84,9.9,6.2,23378.05,24,19.1,834.01,0.235,0.056,0,0,0,10875.2,mortgage,home_improvement,self_employed,southeast,0
47,18000.0,11.0,17.8,7564.58,36,5.78,446.17,0.297,0.387,2,1,3,6406.15,rent,debt_consolidation,salaried,southeast,0
36,33009.21,3.2,13.5,19445.38,60,20.14,1030.6,0.375,0.414,2,1,3,0.0,mortgage,debt_consolidation,salaried,south,0
63,28792.68,6.2,40.0,5891.76,24,16.6,1410.87,0.588,0.597,0,0,4,6414.52,mortgage,home_improvement,salaried,south,1
64,18000.0,0.0,40.0,7221.62,60,11.36,763.42,0.509,0.168,2,2,2,10915.0,mortgage,home_improvement,salaried,south,0
35,40676.09,11.0,11.1,13479.59,60,11.01,610.32,0.18,0.577,0,1,0,26050.89,rent,medical,salaried,south,0
46,29448.08,14.8,27.7,12061.43,12,22.46,1366.55,0.557,0.557,2,2,5,16523.09,rent,education,salaried,north,1
68,18000.0,6.8,40.0,7268.36,36,20.43,804.26,0.536,0.718,1,3,2,9798.7,rent,debt_consolidation,contract,northeast,1
56,49149.34,0.0,34.6,10328.69,24,14.0,1975.89,0.482,0.69,0,0,5,16440.97,rent,education,salaried,north,0
31,63114.3,8.9,14.0,46400.86,36,15.07,1888.85,0.359,0.388,1,3,2,11391.55,mortgage,debt_consolidation,contract,north,0
49,64592.41,2.9,23.0,8381.51,60,11.79,633.54,0.118,0.538,2,2,1,4283.75,mortgage,debt_consolidation,salaried,south,0
50,40165.42,3.8,29.5,5074.74,48,15.07,1553.78,0.464,0.394,1,1,2,21592.16,rent,small_business,salaried,midwest,1
52,35219.12,9.0,30.8,12512.23,60,11.67,1056.29,0.36,0.411,0,0,0,16098.28,own,small_business,self_employed,south,0
22,60344.54,7.5,1.1,30826.23,24,14.17,1243.49,0.247,0.284,0,3,3,24024.23,own,debt_consolidation,salaried,northeast,0
35,70024.55,4.5,6.4,16328.43,36,22.1,498.15,0.085,0.623,2,1,5,18930.81,rent,home_improvement,contract,midwest,0
62,55608.92,3.9,39.2,25352.79,24,14.1,948.9,0.205,0.894,2,4,1,10814.59,mortgage,medical,salaried,northeast,0
32,23261.48,7.0,8.6,13383.41,48,10.1,789.09,0.407,0.106,0,4,0,11324.74,rent,small_business,salaried,south,0
35,37592.69,4.9,14.0,6738.8,24,8.76,440.6,0.141,0.595,1,2,0,24593.52,mortgage,home_improvement,contract,southeast,0
36,41547.67,2.1,10.9,30753.01,24,15.03,1502.38,0.434,0.544,0,0,1,2648.98,mortgage,medical,salaried,north,1
29,18000.0,5.2,1.0,5978.19,12,11.3,783.93,0.523,0.583,2,6,2,0.0,rent,debt_consolidation,salaried,southeast,1
28,42071.74,7.9,2.1,22075.95,24,15.54,882.86,0.252,0.216,1,0,1,21984.73,rent,debt_consolidation,contract,southeast,0
37,89738.63,5.8,10.9,17028.22,24,7.7,929.33,0.124,0.099,2,0,4,42613.93,mortgage,debt_consolidation,salaried,southeast,0
62,45196.42,0.8,36.3,25625.31,12,17.4,585.43,0.155,0.311,1,6,2,13454.16,rent,debt_consolidation,self_employed,northeast,1
21,64140.64,10.5,4.2,41658.55,48,10.05,1460.65,0.273,0.299,1,3,2,39645.49,mortgage,debt_consolidation,salaried,southeast,1
34,37302.82,0.0,14.9,6950.62,48,14.69,1614.14,0.519,0.679,1,2,0,15449.12,own,debt_consolidation,contract,north,1
23,33498.24,4.7,1.0,6675.99,24,13.08,1179.45,0.423,0.547,2,2,3,12525.82,mortgage,small_business,salaried,northeast,1
47,40543.63,4.0,27.3,12043.89,48,21.72,1853.72,0.549,0.42,3,2,1,16266.23,rent,debt_consolidation,salaried,midwest,1
33,24522.66,7.1,14.8,3127.12,36,15.22,1260.85,0.617,0.409,1,2,4,8250.66,mortgage,debt_consolidation,contract,southeast,1
59,23045.24,8.7,40.0,17081.41,48,22.67,363.7,0.189,0.765,2,1,0,4136.24,mortgage,small_business,self_employed,south,0
49,58797.11,11.0,32.1,29221.1,24,16.86,2230.39,0.455,0.394,0,4,3,4812.17,mortgage,home_improvement,self_employed,northeast,1
58,61474.87,3.7,36.2,30908.42,36,20.49,1700.39,0.332,0.61,0,1,4,27014.47,rent,small_business,salaried,southeast,0
51,22782.21,8.8,28.3,16497.65,36,13.62,657.79,0.346,0.837,2,3,4,1970.86,mortgage,debt_consolidation,self_employed,south,1
42,51873.3,7.3,22.6,33415.66,24,15.95,1105.83,0.256,0.574,0,2,1,27376.61,rent,education,salaried,midwest,1
62,33305.47,0.0,38.6,21081.46,36,19.62,735.38,0.265,0.457,0,1,4,4705.9,rent,medical,salaried,northeast,0
43,39843.7,14.1,22.0,13303.27,48,18.3,1478.18,0.445,0.108,0,1,4,16416.19,rent,debt_consolidation,salaried,north,0
66,41910.51,0.7,38.1,13870.87,48,16.73,1450.22,0.415,0.194,1,2,3,431.04,own,small_business,salaried,northeast,0
68,52450.61,8.2,40.0,15934.23,36,13.12,1101.43,0.252,0.272,3,3,3,13657.11,own,education,salaried,southeast,0
49,35765.59,8.1,22.9,12103.73,36,13.83,429.29,0.144,0.766,1,1,4,10130.79,mortgage,small_business,self_employed,north,0
53,62459.15,7.6,29.1,22035.0,48,19.28,2041.64,0.392,0.759,1,1,2,27903.02,own,debt_consolidation,salaried,north,1
33,39338.28,4.5,16.3,8190.32,12,20.15,1571.15,0.479,0.471,0,2,0,0.0,rent,debt_consolidation,salaried,south,1
60,44898.4,9.8,37.4,15456.15,12,12.01,1427.98,0.382,0.188,1,2,5,8423.0,mortgage,small_business,salaried,southeast,0
53,24343.73,0.3,35.6,9772.81,36,11.38,166.29,0.082,0.5,0,1,1,12113.72,mortgage,home_improvement,salaried,southeast,0
64,85531.22,6.2,40.0,26932.83,24,10.7,1656.81,0.232,0.544,1,3,2,35814.52,mortgage,medical,salaried,midwest,0
33,42079.94,4.2,13.4,9433.0,36,17.98,1754.85,0.5,0.324,0,2,3,20202.17,mortgage,debt_consolidation,salaried,southeast,0
58,46604.8,3.8,33.3,16556.29,12,10.6,1867.98,0.481,0.767,1,1,1,22275.88,rent,debt_consolidation,salaried,southeast,0
43,18000.0,8.2,26.0,7613.49,36,17.93,150.0,0.1,0.783,1,1,2,6364.85,rent,home_improvement,self_employed,south,1
29,24451.95,10.8,5.9,14036.86,36,16.79,680.5,0.334,0.355,0,1,3,6682.74,mortgage,home_improvement,salaried,midwest,0
29,58099.43,5.1,3.4,33005.11,48,12.21,1530.69,0.316,0.528,2,0,4,8750.42,rent,small_business,salaried,south,1
47,38967.93,9.6,19.9,9652.27,36,21.07,1403.6,0.432,0.319,0,2,0,1851.47,rent,debt_consolidation,salaried,northeast,0
36,18000.0,6.7,16.4,2575.67,36,8.36,221.23,0.147,0.344,0,3,4,2721.82,own,small_business,salaried,northeast,0
25,53427.55,2.9,1.9,16637.0,60,21.47,1850.21,0.416,0.458,1,0,1,18419.75,own,education,salaried,midwest,1
41,27490.92,5.5,17.2,6020.4,48,15.84,1354.7,0.591,0.245,1,5,5,17030.59,rent,medical,salaried,south,0
52,62489.46,5.3,22.0,23080.28,36,5.79,1461.97,0.281,0.428,0,2,5,24638.78,rent,medical,salaried,southeast,0
36,33293.22,3.7,19.7,24536.7,24,21.19,727.38,0.262,0.641,0,1,4,2779.32,rent,home_improvement,self_employed,southeast,1
66,37645.81,8.2,40.0,8811.94,36,18.58,298.87,0.095,0.149,0,1,5,20352.55,rent,medical,salaried,southeast,0
58,56679.11,7.4,22.4,18187.79,36,12.7,524.25,0.111,0.287,1,2,0,13761.49,rent,small_business,salaried,southeast,0
45,23695.8,0.1,23.2,13668.26,36,10.45,1151.32,0.583,0.725,1,0,2,912.99,rent,debt_consolidation,self_employed,south,0
65,22765.56,0.0,40.0,10034.72,48,7.91,1151.12,0.607,0.123,1,1,0,8.16,own,medical,salaried,southeast,0
41,31807.92,8.2,20.6,4697.23,60,24.64,220.13,0.083,0.576,0,2,2,16936.78,rent,debt_consolidation,salaried,midwest,0
27,48894.13,3.2,16.5,10847.88,60,10.62,2307.67,0.566,0.393,0,2,3,20690.6,rent,debt_consolidation,contract,southeast,0
22,19752.43,7.7,1.0,14008.56,36,9.19,286.31,0.174,0.423,0,1,3,7780.12,mortgage,debt_consolidation,salaried,north,0
66,18000.0,9.6,39.4,3329.89,60,15.63,574.7,0.383,0.479,0,0,0,8809.82,rent,small_business,self_employed,southeast,0
67,48823.29,1.4,40.0,25393.41,60,7.62,1815.4,0.446,0.041,1,1,0,14286.76,own,small_business,self_employed,southeast,0
56,26815.87,0.9,35.1,16603.45,12,10.38,612.05,0.274,0.427,1,2,5,6368.83,rent,small_business,salaried,midwest,1
25,29297.72,13.2,1.0,8415.09,36,18.68,892.73,0.366,0.278,1,2,1,11515.01,rent,debt_consolidation,salaried,north,0
35,18000.0,7.9,19.9,10382.38,24,16.45,628.31,0.419,0.604,1,0,2,0.0,rent,debt_consolidation,salaried,southeast,0
22,25973.41,4.8,4.9,5896.85,24,12.88,399.82,0.185,0.462,1,2,3,4082.93,rent,debt_consolidation,salaried,midwest,0
23,34434.76,2.8,1.0,10309.51,24,14.58,1770.23,0.617,0.332,0,1,0,10217.97,rent,debt_consolidation,salaried,midwest,0
32,51060.1,4.5,12.4,16157.86,36,12.64,808.86,0.19,0.299,1,0,1,2070.88,own,debt_consolidation,contract,south,0
48,24986.31,1.7,26.3,18683.61,12,14.24,178.2,0.086,0.614,0,2,3,12670.02,own,debt_consolidation,salaried,northeast,0
24,69292.92,10.0,6.7,17682.2,24,11.3,3406.4,0.59,0.911,2,0,1,0.0,own,medical,self_employed,south,1
68,25912.65,3.4,40.0,5218.83,12,12.06,673.14,0.312,0.654,0,2,4,5509.11,mortgage,education,salaried,southeast,1
42,25928.59,10.9,19.7,18232.61,36,11.94,637.96,0.295,0.589,0,1,3,7455.84,rent,home_improvement,salaried,southeast,1
33,65886.59,4.9,7.5,14627.9,48,11.45,1256.58,0.229,0.099,0,1,5,28115.61,own,home_improvement,salaried,southeast,0
45,37752.74,2.3,21.1,25443.32,60,18.88,295.57,0.094,0.466,1,0,3,2614.34,mortgage,medical,salaried,northeast,0
58,27395.93,4.8,34.1,14514.02,36,17.73,508.8,0.223,0.628,3,0,4,14931.6,rent,small_business,salaried,southeast,1
36,32365.36,0.0,19.5,15646.15,24,10.58,788.59,0.292,0.212,2,4,1,8176.85,mortgage,medical,salaried,southeast,1
23,60979.37,6.0,1.0,36181.71,48,9.48,1834.35,0.361,0.31,3,1,4,1570.56,mortgage,medical,self_employed,southeast,0
23,63946.7,5.8,1.5,36921.5,12,13.84,1743.23,0.327,0.723,1,2,5,0.0,mortgage,debt_consolidation,contract,northeast,1
61,24512.71,9.8,38.7,4648.38,60,23.55,1133.06,0.555,0.35,2,4,4,15135.15,own,debt_consolidation,salaried,northeast,1
26,33934.17,0.0,1.0,25439.21,48,10.18,1617.86,0.572,0.788,2,6,4,3627.94,own,debt_consolidation,salaried,midwest,1
51,35877.51,11.1,31.2,25594.67,36,13.82,751.23,0.251,0.914,2,3,2,6385.23,mortgage,small_business,self_employed,north,1
39,22828.82,9.8,9.9,15634.39,12,14.87,1137.94,0.598,0.742,1,3,3,2102.69,own,medical,salaried,north,1
58,33745.83,11.5,28.5,17279.29,12,14.04,1538.43,0.547,0.147,1,2,3,7195.61,mortgage,debt_consolidation,contract,southeast,0
23,34621.69,6.3,1.0,15557.55,36,12.58,1676.04,0.581,0.813,2,2,1,7930.48,rent,medical,salaried,south,1
64,55764.23,10.6,40.0,25531.96,36,19.35,2144.22,0.461,0.138,0,1,1,0.0,mortgage,small_business,salaried,northeast,0
54,57360.92,0.6,40.0,7423.09,48,16.41,894.19,0.187,0.455,0,1,3,28463.67,mortgage,small_business,salaried,southeast,0
42,30083.5,9.4,14.1,13076.27,36,18.05,464.85,0.185,0.357,0,3,3,15665.69,rent,education,salaried,southeast,0
30,31575.59,3.4,6.5,16197.48,36,16.98,1501.61,0.571,0.448,0,2,4,4969.33,mortgage,home_improvement,self_employed,north,1
67,45661.13,0.0,40.0,24428.02,24,18.25,1346.26,0.354,0.623,0,1,3,2883.32,rent,small_business,salaried,south,0
35,27016.98,2.0,6.7,8895.28,36,21.15,1262.71,0.561,0.201,3,2,3,7312.15,rent,education,contract,south,0
44,44233.11,6.5,24.9,18441.13,24,20.09,1729.13,0.469,0.719,2,3,3,24887.69,mortgage,small_business,salaried,midwest,0
39,33292.23,3.2,17.9,17341.11,36,24.26,540.32,0.195,0.278,3,1,3,12293.58,own,debt_consolidation,self_employed,midwest,0
32,22990.87,8.0,6.6,8962.59,36,19.61,551.34,0.288,0.466,2,2,2,1048.32,rent,home_improvement,self_employed,north,1
40,23112.49,0.0,22.0,16783.03,48,11.69,1160.68,0.603,0.093,0,0,0,6439.33,mortgage,small_business,salaried,north,0
28,63434.59,0.0,5.5,35804.3,36,18.06,478.8,0.091,0.293,1,1,4,15886.1,rent,medical,contract,southeast,0
21,32347.85,12.0,1.0,3907.7,24,17.48,1255.84,0.466,0.234,0,0,2,818.17,mortgage,debt_consolidation,salaried,northeast,0
34,68799.29,10.1,10.1,9264.93,48,22.57,3488.93,0.609,0.342,0,1,4,44847.76,own,debt_consolidation,salaried,southeast,0
26,27841.22,2.3,1.0,15448.79,36,10.44,316.09,0.136,0.307,5,2,5,0.0,own,home_improvement,salaried,north,1
40,39038.6,6.5,11.9,14833.36,48,16.84,738.08,0.227,0.301,1,1,2,8313.16,rent,education,salaried,southeast,0
62,94364.88,10.6,39.0,61230.23,36,11.64,2951.95,0.375,0.415,0,1,0,33710.92,own,home_improvement,salaried,south,0
28,22156.75,8.2,15.5,5073.89,48,16.65,988.99,0.536,0.069,1,3,0,7611.21,own,debt_consolidation,salaried,north,0
21,18000.0,7.1,3.0,2500.0,24,13.6,530.27,0.354,0.489,1,0,3,0.0,rent,education,contract,northeast,0
26,59300.19,10.9,1.0,21614.44,36,16.51,554.37,0.112,0.264,0,3,5,20154.79,rent,home_improvement,self_employed,southeast,0
45,24409.81,3.6,29.0,14248.5,48,8.58,302.44,0.149,0.58,1,1,5,10378.67,mortgage,small_business,contract,southeast,0
34,34245.26,6.6,12.5,25073.98,12,17.83,807.64,0.283,0.34,2,2,5,16150.46,rent,home_improvement,self_employed,south,0
44,27008.7,6.4,19.5,18276.84,48,15.37,572.07,0.254,0.536,1,2,0,2225.71,mortgage,education,salaried,northeast,0
22,38662.61,5.4,1.0,16430.34,36,15.14,639.95,0.199,0.242,0,0,0,0.0,rent,debt_consolidation,contract,northeast,0
36,23173.73,4.9,15.6,14647.54,12,22.69,1030.59,0.534,0.608,1,2,5,13885.77,mortgage,debt_consolidation,salaried,southeast,1
40,32029.9,6.8,19.9,5262.78,12,12.89,252.28,0.095,0.257,2,1,4,14164.28,rent,education,contract,northeast,0
41,41727.78,6.6,18.2,20051.52,48,15.94,1835.49,0.528,0.435,2,1,5,7603.59,rent,debt_consolidation,salaried,south,0
47,22618.2,2.3,22.4,15884.94,48,14.92,1088.89,0.578,0.556,1,1,5,8534.03,rent,debt_consolidation,salaried,north,1
58,25744.2,9.7,35.7,9518.21,24,15.33,901.6,0.42,0.784,1,0,4,2743.35,own,home_improvement,salaried,northeast,1
43,29854.75,2.6,15.3,21640.61,12,23.83,1039.17,0.418,0.32,0,1,2,19865.31,mortgage,small_business,salaried,north,0
61,18956.41,5.6,40.0,4910.31,24,14.77,253.49,0.16,0.194,2,0,4,7655.54,mortgage,education,salaried,southeast,0
46,28926.82,5.3,22.5,5396.28,24,12.12,932.63,0.387,0.452,1,1,3,17404.13,mortgage,education,contract,north,0
33,36311.67,7.9,8.0,16362.05,48,22.36,855.12,0.283,0.315,1,0,5,14248.72,rent,debt_consolidation,salaried,north,0
31,29207.75,0.0,9.8,20199.07,24,13.21,495.77,0.204,0.703,2,3,5,14062.26,rent,debt_consolidation,salaried,northeast,1
36,30823.17,10.1,9.2,9743.39,24,7.76,1014.59,0.395,0.154,1,3,1,5499.3,mortgage,medical,contract,north,1
49,34256.83,3.8,25.3,21379.72,12,11.39,230.21,0.081,0.533,3,1,5,0.0,rent,debt_consolidation,contract,midwest,0
32,26228.13,11.4,5.5,5943.14,36,9.26,501.09,0.229,0.361,2,2,4,6486.77,rent,education,self_employed,north,0
64,46177.42,4.6,40.0,27231.26,36,6.94,1671.09,0.434,0.544,0,4,4,23331.01,mortgage,debt_consolidation,salaried,midwest,1
44,63140.07,6.3,19.3,29734.36,36,12.98,1713.84,0.326,0.343,2,1,2,26960.6,own,home_improvement,salaried,north,0
62,28423.18,14.2,40.0,6544.74,36,14.21,375.77,0.159,0.231,0,0,2,8292.51,rent,small_business,contract,southeast,0
53,42352.52,5.4,32.8,24242.37,60,19.46,284.86,0.081,0.266,2,2,5,201.73,rent,home_improvement,salaried,southeast,1
37,31237.07,11.5,8.5,17794.71,36,17.14,588.4,0.226,0.132,2,1,0,12838.84,mortgage,small_business,salaried,south,1
31,40275.74,6.7,5.1,17911.6,48,16.95,1263.62,0.376,0.409,1,3,3,13734.4,own,debt_consolidation,salaried,midwest,1
56,66677.8,8.2,37.6,17472.56,36,10.75,2048.42,0.369,0.426,0,2,5,24344.18,rent,debt_consolidation,self_employed,southeast,0
36,42771.92,6.8,12.2,8697.46,12,18.22,537.42,0.151,0.422,1,3,4,21758.01,own,small_business,salaried,south,0
32,18000.0,9.9,19.7,13015.27,48,20.34,617.09,0.411,0.305,0,3,0,551.16,own,education,contract,southeast,0
65,41801.11,3.8,40.0,22286.76,36,16.16,2157.7,0.619,0.489,0,1,1,10136.79,rent,small_business,self_employed,north,1
44,57977.06,2.6,16.7,36515.24,36,16.27,1912.41,0.396,0.678,0,2,3,5570.51,rent,home_improvement,contract,midwest,0
23,31474.39,3.9,1.0,17597.06,24,9.19,957.15,0.365,0.241,0,5,1,0.0,mortgage,medical,salaried,southeast,0
44,52478.91,6.9,20.5,33721.29,36,18.93,1820.24,0.416,0.501,1,0,5,3546.14,rent,home_improvement,salaried,southeast,1
43,25852.21,5.6,33.6,5748.74,48,21.98,1195.71,0.555,0.62,2,3,5,14232.85,rent,home_improvement,salaried,north,1
62,18510.13,9.3,40.0,8016.34,24,15.86,911.38,0.591,0.184,0,0,5,19.64,own,debt_consolidation,contract,south,0
55,36654.48,11.7,30.5,19804.0,12,12.0,312.05,0.102,0.366,3,0,2,3299.65,mortgage,education,salaried,northeast,0
30,18000.0,2.6,4.9,3332.44,24,13.82,286.04,0.191,0.549,1,1,1,6130.15,mortgage,debt_consolidation,salaried,north,0
28,31235.05,3.6,1.0,6699.07,36,12.73,370.95,0.143,0.883,0,2,3,8135.15,mortgage,debt_consolidation,salaried,north,1
49,59306.47,0.8,26.9,30804.32,48,12.99,2456.63,0.497,0.085,1,0,0,24348.18,mortgage,debt_consolidation,salaried,southeast,0
23,18000.0,14.6,1.0,12011.12,36,17.22,156.91,0.105,0.105,1,1,4,7948.44,mortgage,debt_consolidation,salaried,northeast,0
36,20183.31,7.7,19.0,10819.51,60,15.67,954.37,0.567,0.803,2,2,5,6718.72,own,home_improvement,salaried,north,1
27,22393.96,8.4,4.9,3198.06,36,18.72,170.01,0.091,0.502,1,2,1,4210.99,mortgage,debt_consolidation,salaried,southeast,0
21,33637.8,1.1,3.7,24601.77,36,16.06,1136.33,0.405,0.155,4,1,1,0.0,mortgage,home_improvement,salaried,northeast,1
65,29625.74,6.5,40.0,6158.88,24,10.87,564.89,0.229,0.291,2,1,1,6063.45,mortgage,home_improvement,salaried,midwest,1
25,62170.59,8.5,6.9,16569.34,24,12.4,1730.96,0.334,0.64,2,3,4,26644.73,mortgage,debt_consolidation,salaried,southeast,1
21,51576.75,5.5,1.0,37869.17,48,12.14,1369.44,0.319,0.154,0,0,1,0.0,mortgage,debt_consolidation,salaried,south,1
65,42532.11,10.8,40.0,25763.86,12,13.72,1716.89,0.484,0.426,0,2,4,19728.66,rent,debt_consolidation,salaried,southeast,1
30,36723.23,15.7,6.0,26075.08,24,22.04,1065.55,0.348,0.251,2,1,5,24316.43,rent,small_business,salaried,southeast,0
60,40747.77,2.7,39.3,25596.55,48,22.71,1044.02,0.307,0.233,1,4,2,15292.4,mortgage,small_business,salaried,southeast,1
22,24051.86,2.4,7.1,12761.74,36,18.01,950.75,0.474,0.308,0,0,0,3448.83,rent,debt_consolidation,salaried,south,1
28,49514.87,3.0,1.0,14818.24,12,15.0,2392.95,0.58,0.465,0,0,5,23329.18,rent,debt_consolidation,salaried,northeast,1
26,21653.91,12.9,12.8,7057.77,48,8.78,917.98,0.509,0.357,0,0,2,3515.95,rent,debt_consolidation,salaried,north,0
54,49062.9,10.7,33.5,35167.34,36,15.42,1953.63,0.478,0.679,3,1,3,27766.38,rent,medical,salaried,north,1
50,56850.47,6.0,27.2,37646.05,48,11.18,1626.73,0.343,0.702,2,1,5,3999.32,mortgage,medical,salaried,north,1
43,37743.3,6.6,19.0,13077.26,36,21.35,1780.59,0.566,0.71,2,0,5,13891.9,mortgage,small_business,salaried,midwest,1
32,32080.08,3.2,12.3,11393.51,12,7.75,915.91,0.343,0.426,1,2,5,844.47,mortgage,medical,salaried,southeast,1
25,40869.12,10.1,10.3,12569.2,24,16.11,1983.36,0.582,0.504,0,5,2,18073.91,mortgage,debt_consolidation,salaried,south,1
48,18000.0,5.0,28.6,5858.32,24,10.83,770.37,0.514,0.255,0,1,4,3872.13,rent,small_business,self_employed,midwest,1
32,39220.25,5.5,12.4,25972.45,48,14.46,526.66,0.161,0.804,0,0,2,0.0,mortgage,small_business,salaried,north,0
49,32938.3,8.9,29.5,4170.62,36,17.3,289.24,0.105,0.607,1,2,3,9224.04,mortgage,home_improvement,salaried,south,0
53,33817.58,5.7,25.6,13348.25,48,18.79,1352.88,0.48,0.519,3,0,2,2672.9,mortgage,education,salaried,northeast,1
61,46478.43,5.6,40.0,33185.09,36,14.25,1744.31,0.45,0.31,0,3,5,0.0,mortgage,home_improvement,salaried,north,1
